n,popping_time_mean,popping_time_sd,popping_time_median,popping_time_mad,popping_time_CV,first_peak_mean,first_peak_sd,first_peak_median,first_peak_mad,first_peak_CV,start_size_mean,start_size_sd,start_size_median,start_size_mad,start_size_CV,central_size_mean,central_size_sd,central_size_median,central_size_mad,central_size_CV,end_size_mean,end_size_sd,end_size_median,end_size_mad,end_size_CV,difference_popping_point_end_of_growth_min_mean,difference_popping_point_end_of_growth_min_sd,difference_popping_point_end_of_growth_min_median,difference_popping_point_end_of_growth_min_mad,difference_popping_point_end_of_growth_min_CV
300,422.32,94.67510506143972,432,83.0256,0.22417859694411754,55.79,11.427797184715141,55,11.8608,0.20483594165110489,0.8950166079849821,0.20474664301865417,0.8905379629185001,0.15843739005875618,0.22876295388486212,1.2407729496026867,0.4008635670974,1.1835588926346157,0.32289871771984,0.32307568215906246,3.1893967077494105,1.3804067057182576,2.98398720497922,0.9495640257887529,0.43281122801820976,-24,97.61188589284878,0,11.8608,-4.067161912202033
