n,diff_last_max_focis_first_focis_min_mean,diff_last_max_focis_first_focis_min_sd,diff_last_max_focis_first_focis_min_median,diff_last_max_focis_first_focis_min_mad,diff_last_max_focis_first_focis_min_CV,diff_first_max_focis_first_focis_min_mean,diff_first_max_focis_first_focis_min_sd,diff_first_max_focis_first_focis_min_median,diff_first_max_focis_first_focis_min_mad,diff_first_max_focis_first_focis_min_CV,diff_popping_time_last_max_focis_min_mean,diff_popping_time_last_max_focis_min_sd,diff_popping_time_last_max_focis_min_median,diff_popping_time_last_max_focis_min_mad,diff_popping_time_last_max_focis_min_CV,diff_popping_time_first_max_focis_min_mean,diff_popping_time_first_max_focis_min_sd,diff_popping_time_first_max_focis_min_median,diff_popping_time_first_max_focis_min_mad,diff_popping_time_first_max_focis_min_CV,area_focis_mean,area_focis_sd,area_focis_median,area_focis_mad,area_focis_CV,max_focis_mean,max_focis_sd,max_focis_median,max_focis_mad,max_focis_CV,popping_frame_mean,popping_frame_sd,popping_frame_median,popping_frame_mad,popping_frame_CV,first_focis_frame_mean,first_focis_frame_sd,first_focis_frame_median,first_focis_frame_mad,first_focis_frame_CV,last_max_focis_frame_mean,last_max_focis_frame_sd,last_max_focis_frame_median,last_max_focis_frame_mad,last_max_focis_frame_CV,first_max_focis_frame_mean,first_max_focis_frame_sd,first_max_focis_frame_median,first_max_focis_frame_mad,first_max_focis_frame_CV,max_focis_duration_min_mean,max_focis_duration_min_sd,max_focis_duration_min_median,max_focis_duration_min_mad,max_focis_duration_min_CV
358,299.59763313609466,80.73213352256565,288,71.1648,0.2694685290984673,274.8639053254438,82.73506642025322,272,83.0256,0.3010037506463186,41.70414201183432,28.055604717891892,40,23.7216,0.6727294547848651,66.43786982248521,40.57652751727109,64,35.5824,0.6107439571089075,0.8250581093262349,0.2466002762682353,0.7736295637787082,0.17744279613448108,0.29888837341362035,7.941340782122905,2.9485637943528666,8,2.9652,0.3712929435027528,53.96153846153846,12.101511787255838,51,8.8956,0.22426180076169053,11.385474860335195,5.597819821025499,11,5.9304,0.4916632718172543,48.748520710059175,11.3152328015896,47,8.8956,0.23211438289356584,45.65680473372781,11.378331918067882,43.5,9.636899999999999,0.24921437197427063,24.733727810650887,34.20352921831324,8,11.8608,1.3828699612188848
