condition,id,area,first_peak,start_size,end_size,bin_prey_area,difference_popping_point_end_of_growth_min,data,sgr_min,sgr_h
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-1,9.434212847904258,52,0.5206221937062,13.823979707205101,"[6.133, 15.79]",-24,,0.00803407031995477,0.4820442191972862
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-2,9.190169526006722,48,1.03028392017648,11.874547244829008,"[6.133, 15.79]",-16,,0.0067508198347239765,0.4050491900834386
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-3,10.69179366872828,45,0.9590408831430001,5.432667022282053,"[6.133, 15.79]",-24,,0.004807902732476146,0.28847416394856873
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-4,9.094417651823411,45,1.0850862563560801,9.43038050105515,"[6.133, 15.79]",-24,,0.0061516038180236855,0.36909622908142115
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-5,10.62212917860424,44,0.89875831334544,12.39080821020756,"[6.133, 15.79]",0,,0.007944509409712185,0.4766705645827311
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-6,7.153858652068972,44,0.7672327065144,6.7214991965811235,"[6.133, 15.79]",-16,,0.006343812062424505,0.3806287237454703
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-7,9.251178907253562,50,0.8494362107838,10.466640895800856,"[6.133, 15.79]",-8,,0.006805183053022585,0.4083109831813551
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-8,11.146136419241348,52,1.26593396574876,15.852324696433321,"[6.133, 15.79]",-24,,0.00628376665916453,0.3770259995498718
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-9,6.991506052608647,42,1.0850862563560801,6.944685782789418,"[6.133, 15.79]",-8,,0.00568656127486853,0.34119367649211185
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-10,8.567268084828786,43,0.89875831334544,11.566770700354683,"[6.133, 15.79]",-8,,0.007969811896695083,0.47818871380170497
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-14,7.79638438212009,54,1.0850862563560801,9.320018499740728,"[6.133, 15.79]",0,,0.005006097558585891,0.3003658535151535
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-16,7.357153098135679,42,0.8768373788736,7.03661996546064,"[6.133, 15.79]",8,,0.00714444504691371,0.4286667028148226
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-17,10.242754868238457,44,0.61926639882948,12.538170416884745,"[6.133, 15.79]",-8,,0.00893240809855253,0.5359444859131518
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-19,6.257939481114675,41,0.70695013671684,7.163720984706396,"[6.133, 15.79]",0,,0.007456002254293754,0.44736013525762525
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-20,5.90318583847261,38,0.72887107118868,5.68300226182452,"[4.427, 6.133)",8,,0.007015087175087889,0.42090523050527334
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-22,12.643394870764144,54,1.10152695720996,16.356573746808987,"[6.133, 15.79]",-16,,0.006652104381889836,0.3991262629133902
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-24,8.598644923173199,48,0.90971878058136,9.288450134074221,"[6.133, 15.79]",-16,,0.006676627071533877,0.4005976242920326
Averell,Averell-004-8c1617f7-7f66-4b94-8866-bcd44df57b83-27,15.7920273656028,48,1.4961037777030801,16.07900543509464,"[6.133, 15.79]",-8,,0.0067935088469744135,0.4076105308184648
