bin_prey_area,n,popping_time_mean,popping_time_sd,popping_time_median,popping_time_mad,popping_time_CV,first_peak_mean,first_peak_sd,first_peak_median,first_peak_mad,first_peak_CV,start_size_mean,start_size_sd,start_size_median,start_size_mad,start_size_CV,central_size_mean,central_size_sd,central_size_median,central_size_mad,central_size_CV,end_size_mean,end_size_sd,end_size_median,end_size_mad,end_size_CV,difference_popping_point_end_of_growth_min_mean,difference_popping_point_end_of_growth_min_sd,difference_popping_point_end_of_growth_min_median,difference_popping_point_end_of_growth_min_mad,difference_popping_point_end_of_growth_min_CV
"[1.727, 4.427)",132,251.93939393939394,66.43825780672793,272,35.5824,0.26370730185494606,30.492424242424242,7.918956107588401,33,4.4478,0.2597024114786755,0.7297949969938905,0.25070505761449396,0.7946338746042,0.19499986468769995,0.34352805739581244,1.4558479564685742,0.46994748841750905,1.5847220911449313,0.34341339223304185,0.3227998406904061,2.801437438969708,0.9543017477740647,2.99220755540616,0.6703120348639685,0.3406471743752489,8,44.78822091604474,8,11.8608,5.598527614505593
"[4.427, 6.133)",131,304.91603053435114,36.78984771497931,304,35.5824,0.12065566920344206,37.954198473282446,4.4077948357598835,38,4.4478,0.11613457833558823,0.9362639553673462,0.1513066101727553,0.9316397150532,0.15196125289120507,0.16160678760018019,1.9877537438309738,0.349785856444267,1.9480318802446186,0.3542448779669837,0.1759704176283572,4.157529915677602,0.8707262033484467,3.9731693730210003,0.8143684985780935,0.20943353890612573,1.282442748091603,22.818438835953668,8,11.8608,17.792949330416253
"[6.133, 15.79]",132,352.24242424242425,56.80072588667999,352,41.5128,0.16125464162598413,44.71212121212121,8.19283833883375,44,5.1891,0.18323528646663081,1.0263349182396035,0.2804406622751809,1.03302403698546,0.19499986468769986,0.2732447832489223,3.0653417275311674,1.1684007026809042,2.8150006545677124,0.7658539322864671,0.3811649096696102,7.654038177186548,3.6265852704554846,6.422681254225243,2.6433648073842364,0.4738133239607822,-5.454545454545454,65.96464049758035,0,11.8608,-12.093517424556397
