n,popping_time_mean,popping_time_sd,popping_time_median,popping_time_mad,popping_time_CV,first_peak_mean,first_peak_sd,first_peak_median,first_peak_mad,first_peak_CV,start_size_mean,start_size_sd,start_size_median,start_size_mad,start_size_CV,central_size_mean,central_size_sd,central_size_median,central_size_mad,central_size_CV,end_size_mean,end_size_sd,end_size_median,end_size_mad,end_size_CV,difference_popping_point_end_of_growth_min_mean,difference_popping_point_end_of_growth_min_sd,difference_popping_point_end_of_growth_min_median,difference_popping_point_end_of_growth_min_mad,difference_popping_point_end_of_growth_min_CV
395,303.0278481012658,68.36648579439597,304,47.4432,0.22561123085806048,37.71898734177215,9.136556737780486,37,5.9304,0.24222698915519783,0.8973663973770724,0.2647334031616459,0.90971878058136,0.18687487032571234,0.2950114957897239,2.1701083005818314,1.0090475514686195,1.951615576757803,0.5807823350847349,0.46497566559147396,4.872808101990865,3.0207489918935173,3.9731693730210003,1.5659357527622735,0.6199195471414812,1.2759493670886075,48.12327975748036,8,11.8608,37.71566568294592
