bin_prey_area,n,sgr_h_mean,sgr_h_sd,sgr_h_median,sgr_h_mad,sgr_h_CV
"[1.727, 4.427)",132,0.4573028391685726,0.5465328584048221,0.34259244898496477,0.07441822242743758,1.1951223819175922
"[4.427, 6.133)",131,0.3297147239816652,0.06434579311939875,0.32438531503608425,0.0643372834077943,0.19515595889183554
"[6.133, 15.79]",131,0.3513345101174375,0.069243479890404,0.34818858938446184,0.05828938398541787,0.1970870435336927
