bin_prey_area,n,diff_last_max_focis_first_focis_min_mean,diff_last_max_focis_first_focis_min_sd,diff_last_max_focis_first_focis_min_median,diff_last_max_focis_first_focis_min_mad,diff_last_max_focis_first_focis_min_CV,diff_first_max_focis_first_focis_min_mean,diff_first_max_focis_first_focis_min_sd,diff_first_max_focis_first_focis_min_median,diff_first_max_focis_first_focis_min_mad,diff_first_max_focis_first_focis_min_CV,diff_popping_time_last_max_focis_min_mean,diff_popping_time_last_max_focis_min_sd,diff_popping_time_last_max_focis_min_median,diff_popping_time_last_max_focis_min_mad,diff_popping_time_last_max_focis_min_CV,diff_popping_time_first_max_focis_min_mean,diff_popping_time_first_max_focis_min_sd,diff_popping_time_first_max_focis_min_median,diff_popping_time_first_max_focis_min_mad,diff_popping_time_first_max_focis_min_CV,area_focis_mean,area_focis_sd,area_focis_median,area_focis_mad,area_focis_CV,max_focis_mean,max_focis_sd,max_focis_median,max_focis_mad,max_focis_CV,popping_frame_mean,popping_frame_sd,popping_frame_median,popping_frame_mad,popping_frame_CV,first_focis_frame_mean,first_focis_frame_sd,first_focis_frame_median,first_focis_frame_mad,first_focis_frame_CV,last_max_focis_frame_mean,last_max_focis_frame_sd,last_max_focis_frame_median,last_max_focis_frame_mad,last_max_focis_frame_CV,first_max_focis_frame_mean,first_max_focis_frame_sd,first_max_focis_frame_median,first_max_focis_frame_mad,first_max_focis_frame_CV,max_focis_duration_min_mean,max_focis_duration_min_sd,max_focis_duration_min_median,max_focis_duration_min_mad,max_focis_duration_min_CV
"[2.598, 4.073)",54,306.22222222222223,124.08558620727274,268,100.8168,0.40521417847077457,271.85185185185185,103.77904820127492,252,88.95599999999999,0.38174854242975786,-31.555555555555557,109.71707468752264,0,11.8608,-3.476949549956703,2.814814814814815,138.8179307207383,8,41.5128,49.31689644026229,0.6590158025268213,0.16599440785621294,0.6393791196751479,0.15247077402648898,0.2518822875259613,5.62962962962963,1.4314038009484507,5.5,0.7413,0.25426251727373794,38.81481481481482,13.7773043808575,36,11.119499999999999,0.35494963576636684,4.481481481481482,2.567876596846454,4,2.9652,0.5729972571475558,42.75925925925926,15.251272987617696,37,11.8608,0.3566776705636014,38.46296296296296,12.915856808316745,36.5,12.6021,0.3357998399851248,34.370370370370374,89.83513123290811,0,0,2.6137376544057314
"[4.073, 6.571]",54,339.85185185185185,148.9119541569634,296,94.8864,0.4381672583084145,289.48148148148147,125.85057637977782,284,94.8864,0.4347448262863359,-90.81481481481481,180.18460911322535,-8,47.4432,-1.9840882732696103,-40.44444444444444,158.2959571906152,12,41.5128,-3.9139110294382884,0.8666218293858466,0.3228404354970728,0.824600289842238,0.29485052745643764,0.3725274676335603,6.166666666666667,2.016441850351519,6,1.4826,0.3269905703272733,36.01851851851852,9.999039087305436,37,8.8956,0.27760828314369845,4.888888888888889,3.207695150119573,4,2.9652,0.6561194625244581,47.370370370370374,18.384054099769628,42,10.3782,0.388091837915387,41.074074074074076,15.434403927530958,39,11.119499999999999,0.3757699783979584,50.370370370370374,88.04293470122195,16,23.7216,1.7479112036272004
