n,diff_last_max_focis_first_focis_min_mean,diff_last_max_focis_first_focis_min_sd,diff_last_max_focis_first_focis_min_median,diff_last_max_focis_first_focis_min_mad,diff_last_max_focis_first_focis_min_CV,diff_first_max_focis_first_focis_min_mean,diff_first_max_focis_first_focis_min_sd,diff_first_max_focis_first_focis_min_median,diff_first_max_focis_first_focis_min_mad,diff_first_max_focis_first_focis_min_CV,diff_popping_time_last_max_focis_min_mean,diff_popping_time_last_max_focis_min_sd,diff_popping_time_last_max_focis_min_median,diff_popping_time_last_max_focis_min_mad,diff_popping_time_last_max_focis_min_CV,diff_popping_time_first_max_focis_min_mean,diff_popping_time_first_max_focis_min_sd,diff_popping_time_first_max_focis_min_median,diff_popping_time_first_max_focis_min_mad,diff_popping_time_first_max_focis_min_CV,area_focis_mean,area_focis_sd,area_focis_median,area_focis_mad,area_focis_CV,max_focis_mean,max_focis_sd,max_focis_median,max_focis_mad,max_focis_CV,popping_frame_mean,popping_frame_sd,popping_frame_median,popping_frame_mad,popping_frame_CV,first_focis_frame_mean,first_focis_frame_sd,first_focis_frame_median,first_focis_frame_mad,first_focis_frame_CV,last_max_focis_frame_mean,last_max_focis_frame_sd,last_max_focis_frame_median,last_max_focis_frame_mad,last_max_focis_frame_CV,first_max_focis_frame_mean,first_max_focis_frame_sd,first_max_focis_frame_median,first_max_focis_frame_mad,first_max_focis_frame_CV,max_focis_duration_min_mean,max_focis_duration_min_sd,max_focis_duration_min_median,max_focis_duration_min_mad,max_focis_duration_min_CV
108,323.037037037037,137.46203730321335,288,94.8864,0.42553026911107095,280.6666666666667,115.14476869145791,272,94.8864,0.4102545202783536,-61.18518518518518,151.4276082031728,-8,23.7216,-2.474906429470742,-18.814814814814813,149.7634363964509,8,47.4432,-7.959867682488533,0.7628188159563339,0.27595292614186023,0.6686090253522552,0.20199154155240337,0.3617542204906186,5.898148148148148,1.7611583635736237,6,1.4826,0.2985951385650728,37.416666666666664,12.063016005136813,37,10.3782,0.3223968642798258,4.685185185185185,2.89907541867109,4,2.9652,0.6187749905463987,45.06481481481482,16.970162461923504,40,12.6021,0.37657233324177897,39.76851851851852,14.224900164872457,37.5,12.6021,0.3576924837732771,42.370370370370374,88.89104877957382,0,0,2.097953074343088
