bin_prey_area,n,diff_last_max_focis_first_focis_min_mean,diff_last_max_focis_first_focis_min_sd,diff_last_max_focis_first_focis_min_median,diff_last_max_focis_first_focis_min_mad,diff_last_max_focis_first_focis_min_CV,diff_first_max_focis_first_focis_min_mean,diff_first_max_focis_first_focis_min_sd,diff_first_max_focis_first_focis_min_median,diff_first_max_focis_first_focis_min_mad,diff_first_max_focis_first_focis_min_CV,diff_popping_time_last_max_focis_min_mean,diff_popping_time_last_max_focis_min_sd,diff_popping_time_last_max_focis_min_median,diff_popping_time_last_max_focis_min_mad,diff_popping_time_last_max_focis_min_CV,diff_popping_time_first_max_focis_min_mean,diff_popping_time_first_max_focis_min_sd,diff_popping_time_first_max_focis_min_median,diff_popping_time_first_max_focis_min_mad,diff_popping_time_first_max_focis_min_CV,area_focis_mean,area_focis_sd,area_focis_median,area_focis_mad,area_focis_CV,max_focis_mean,max_focis_sd,max_focis_median,max_focis_mad,max_focis_CV,popping_frame_mean,popping_frame_sd,popping_frame_median,popping_frame_mad,popping_frame_CV,first_focis_frame_mean,first_focis_frame_sd,first_focis_frame_median,first_focis_frame_mad,first_focis_frame_CV,last_max_focis_frame_mean,last_max_focis_frame_sd,last_max_focis_frame_median,last_max_focis_frame_mad,last_max_focis_frame_CV,first_max_focis_frame_mean,first_max_focis_frame_sd,first_max_focis_frame_median,first_max_focis_frame_mad,first_max_focis_frame_CV,max_focis_duration_min_mean,max_focis_duration_min_sd,max_focis_duration_min_median,max_focis_duration_min_mad,max_focis_duration_min_CV
"[2.053, 3.64)",65,249.96923076923076,59.816900107423976,248,47.4432,0.23929705237460355,210.58461538461538,66.93441106497751,208,71.1648,0.3178504324388909,23.753846153846155,24.123400704263517,16,23.7216,1.015557672135446,63.13846153846154,68.6749310436214,56,35.5824,1.0876877480105729,0.7146374271033034,0.26282444689248724,0.6279135211972126,0.15276040075109132,0.3677731349137624,4.7846153846153845,1.3286777695832106,5,1.4826,0.27769792611867744,46.83076923076923,9.652670017230387,45,10.3782,0.20611811797633875,12.615384615384615,7.727168602753832,10,5.9304,0.6125194624134136,43.86153846153846,8.327058535050288,43,8.8956,0.18984875649886662,38.93846153846154,9.42051770584578,38,8.8956,0.24193348513630017,39.38461538461539,64.09848192130126,16,23.7216,1.6275005175330397
"[3.64, 6.516]",65,275.5692307692308,62.37035785099793,280,47.4432,0.2263328081908701,248.36923076923077,63.504815080917595,256,47.4432,0.2556871271221286,34.46153846153846,35.886573448103874,24,23.7216,1.0413514616637285,61.66153846153846,47.99423042248051,56,47.4432,0.7783495452747587,0.886344540477301,0.4142631714391237,0.7296713110776446,0.22447026447183935,0.4673839037989007,5.615384615384615,1.7561704403003187,6,1.4826,0.3127426811493718,51.30769230769231,10.585844139880681,50,8.8956,0.20632080032750952,12.553846153846154,7.422581191099329,10,5.9304,0.5912595311537456,47,8.079681305596155,47,5.9304,0.17190811288502458,43.6,7.8417950751087595,43,5.9304,0.17985768520891648,27.2,34.140884581393024,8,11.8608,1.255179580198273
